20000 30000
15722 11209 17220
16279 8442 -11982
10984 1432 -15234
9957 10402 -7450
11430 11450 18898
4123 7463 1434
6526 17500 -7240
9072 1343 -12412
3045 9107 -6676
15626 475 -38
9538 18469 -10616
14188 10410 5128
19032 1049 11742
13600 4689 -5058
5809 6025 -14000
3965 6277 -2044
10861 6026 -4596
10394 5702 -4750
14714 9742 -11654
301 8902 -7654
675 6303 648
3629 649 -15942
5059 4588 -11102
5765 10176 -12878
6096 6403 -14104
6916 7047 -11794
5694 18627 -18652
2634 6291 -3282
5105 7731 -12826
4863 1813 4010
17774 1723 -1030
4251 9398 6694
9745 13399 -12628
7785 2750 18828
9395 11323 2760
616 11811 -5668
4348 16031 6776
10808 2959 -16724
16573 15053 -9594
10197 6498 -5446
18726 11362 -2072
17867 1088 -1070
3568 5392 19272
751 15418 -9790
2647 2356 -862
18655 8516 -13394
1012 6974 -3936
1326 53 -13360
5274 19622 2906
1650 4500 -7984
4224 703 -7184
12077 627 7752
2021 6691 -3018
10365 12249 672
8007 17646 4872
5126 49 2454
12522 3144 5410
10220 10809 3480
9699 19563 -8778
1425 6298 480
1086 12483 -16150
19999 10627 1146
2304 3776 -15512
3615 9294 3392
12713 18352 -7732
1254 5532 -14198
10731 14777 -16776
8146 2129 -14466
3279 12592 4826
10233 9004 -8640
13404 17662 -12592
2655 12535 -16440
7582 15371 6474
5270 5764 5130
9953 115 -4680
13095 9710 -18010
7705 8264 4112
7871 13811 -12998
12525 19697 -6600
10451 6060 14324
16451 4810 -1544
4435 681 -2680
4000 1030 -18970
17710 2361 -9444
7247 17742 -18950
3020 10762 2236
10039 18380 -3710
5672 13311 -1714
4807 12035 -19560
12537 9142 -9096
14582 9478 -13550
19496 12689 -19406
3770 41 11758
11101 1400 -14754
10005 5472 7414
6289 6073 -15318
587 4461 -14828
11369 10093 -14952
11560 8359 190
985 7846 -15936
16567 676 -596
14677 7799 17348
1331 4199 -7994
3751 8276 5284
10950 3398 3456
5668 10049 -11088
4973 68 -17908
11723 5278 -5726
7445 18093 3288
2585 2837 -620
5587 10908 -5430
3842 9217 -19362
15682 5071 -4140
17077 9372 -11702
9072 6363 -8310
12650 8946 -19130
13529 8664 8900
2099 6484 5058
5739 2078 -7102
3523 10018 -5496
1535 5740 14328
38 10265 -5378
11473 6797 11178
15207 2191 1558
17148 10236 4452
9649 2572 -19640
3843 787 -6954
7211 6735 -16750
12749 14758 434
7335 4008 -8662
10914 12320 -820
17751 12152 1164
8522 8082 -3750
12869 10502 -17818
5209 11905 -2406
10115 12243 -2246
15285 7883 -11080
12493 3759 2674
7372 11902 -11150
7315 7425 18856
11075 4955 -7318
11653 10210 -14808
2591 1845 -17468
6100 18605 -10816
6607 8523 -4446
3503 10597 -19258
4169 1557 -9652
5912 1300 -6606
17852 11385 10434
17322 368 5792
3002 2398 -15948
10287 7154 -7178
2570 10939 436
13417 7287 -4710
1194 6391 -212
11558 3150 -9862
6717 3923 -16196
18034 2168 -9116
1795 2064 -6922
7876 2439 -854
2633 2452 19034
9499 3589 -660
11985 3354 -16368
1699 2624 -13930
10498 9172 -16106
2752 9556 1626
3208 5315 -7110
1101 7114 -17030
4931 13138 612
19240 7140 -19132
14517 18711 -4900
7959 16464 15336
7612 2987 -8908
2074 2898 -4822
937 10420 8790
17314 232 -12470
10752 2391 -15410
7706 11420 10348
9251 7917 -18276
14992 15352 14038
399 17162 -10584
2088 7413 -15164
10269 13057 -8946
18596 13094 -4474
18433 2344 18748
11738 5898 15612
8730 12349 16904
8957 11684 -17840
1172 15752 -12314
6169 11635 4966
7917 8944 -17784
19732 19579 -3616
1559 12621 -5896
3803 19421 16850
428 141 -3846
725 7382 15822
4278 6561 -4208
4255 8054 -13746
6806 7334 -19306
2619 5265 1366
9352 883 -13708
17774 250 5524
11778 12807 19512
847 4323 -16560
3735 7347 -6680
8368 222 5958
5801 10770 -3214
11363 9802 -3862
1999 2380 5578
6509 410 -8532
17366 15962 6316
3722 5878 -98
2859 12737 -2078
17318 6043 11874
2060 610 1594
2106 11447 15658
4763 8683 1408
6899 14985 -14122
15992 5206 -8146
6916 4458 -18746
9017 1394 11218
14878 3701 -8902
12345 6666 -10758
13555 10401 11878
5965 14987 -11202
10719 12519 -758
524 10578 -15942
133 9554 7586
18687 11121 4790
8218 6982 1458
8028 930 -18720
8839 3234 -19266
4829 17479 -3050
23 13577 18576
10377 8488 -17930
16116 17938 -11438
18700 8685 -19656
3200 4925 -7632
13975 6470 7430
3150 7178 2834
6580 3296 18822
7873 14870 -10568
9562 18197 -16214
13342 2661 13756
15654 13112 -1502
2075 7035 16936
7903 4439 2988
15497 9981 1296
9552 6717 1646
10857 12172 -12652
7358 7483 -15792
660 4216 5646
9188 4777 3374
19736 7287 7060
7454 535 -1732
8378 2386 -4564
10181 2212 9500
1856 10939 -12668
4553 705 -4030
9867 11115 -15804
11284 7516 -4548
7464 6907 5302
12210 7438 -7610
14951 20 -1632
11065 6692 -6402
10746 4647 -13844
9539 10959 -1466
8540 10325 1756
9428 4207 206
6754 6567 -10410
17258 2857 -4286
3069 1922 -592
1381 11821 178
1517 8073 17148
11046 10805 648
15268 7103 -1506
10714 12613 5400
2944 747 -6202
8942 2296 -11054
7241 7856 13418
5913 14452 -6214
1175 9356 19944
5826 18147 -16228
17283 1477 19224
14894 10853 -1938
19999 10896 -94
4470 14222 -18050
4255 19942 -19168
8119 6066 -12928
1654 11474 6128
10651 2385 -11392
10047 1819 5220
2829 1434 -6130
9570 6286 12810
5231 2723 -10760
17173 18782 -6612
7348 9699 18328
303 14190 -3562
19879 12951 -12774
4768 7812 -9184
12646 12147 -18400
2894 12596 2086
764 3635 17494
839 520 -18378
15644 10346 6588
8298 2025 9578
3955 11955 -14028
12788 15610 13748
8702 1058 8884
10188 8198 -3412
8560 11998 -18276
1298 12232 -14106
12077 16233 4304
1010 1632 -16508
2397 12615 1668
15754 5611 -2926
8078 11134 -13570
4140 8152 -19566
695 4232 7026
2267 18868 -19726
11577 15723 -4386
1848 14114 -19458
19418 90 16614
7129 3032 13744
6658 19587 -16610
7487 3158 -2786
6285 13784 -9946
12744 6841 -42
10855 12317 -9066
4655 9973 -2498
8943 10869 -10080
1625 11734 -7412
2746 6223 -10788
4698 2813 3604
8451 10875 -17292
1667 6389 18130
10961 7598 12696
1904 18544 -16268
14585 16262 -7714
6598 17903 -718
11787 9286 -18012
3288 15521 -16822
8991 4193 9980
8189 8892 -8970
4165 6581 -15838
13589 11136 2004
13927 8287 11572
5218 992 -5586
6653 7085 1168
2615 17799 16408
15674 7132 1094
4519 17430 -12202
4709 10537 -6302
12543 18662 -5858
1149 5814 2722
16049 5595 -13800
1004 9712 -7716
7224 6219 -18974
642 454 -9470
12696 1213 -5942
11113 12232 -18776
14290 10197 -12844
1201 4804 -14584
573 15044 11730
19465 12253 1584
7233 7674 2702
13752 8410 -6772
4555 7105 -15050
1274 2483 -16846
8854 17110 13128
11696 7559 9142
14802 17014 516
5336 9160 11612
18172 8438 11792
241 2360 -3552
13920 6086 -438
5111 11886 -1376
7734 3205 4940
12504 11778 5088
12225 10845 8730
8338 5032 -4396
2327 3702 2722
7799 5091 -10774
14137 10818 -1994
9554 8963 17598
9442 8115 1472
10301 15226 -92
18079 19196 8080
3906 7799 6072
164 3749 7110
8583 2629 3834
10781 8609 -4360
2770 17310 2238
3599 12868 -16888
10823 15130 10436
7717 5702 1954
7434 468 -19954
9241 11681 2756
14482 11207 8394
3990 5476 2066
16721 4080 316
8500 4241 -1132
8208 6126 18478
7376 9287 -5926
1757 13570 4040
12751 3324 4398
3935 15580 -9736
11061 3452 15120
1277 1486 -2566
5101 17446 -10664
14376 617 1912
15201 634 -13432
8517 8488 -9864
13861 7613 -10912
8773 13109 -3888
2506 5617 16264
505 19633 -15326
2778 14211 -15340
5490 5985 -12004
4668 6834 1602
9373 3633 -13728
5212 7453 7610
3700 5804 -8320
12847 7135 3090
5595 12822 -8504
1503 19196 16202
8903 367 9794
19338 10516 -6294
11093 11500 -3610
11450 15532 5350
3467 19835 16098
1020 10165 -6572
8717 573 2086
259 2427 4108
6736 1458 1396
4473 18841 -17754
9427 9195 19418
1386 3371 12246
11169 5764 -10890
434 3095 5306
11374 3820 11422
179 2203 19820
12718 19851 3048
9976 7439 16742
9614 13062 -8656
2552 5330 16642
5310 11785 -12698
7571 16411 -17034
4305 8587 -15556
19455 2957 -17654
564 4961 14908
11902 19287 -5340
147 8022 11656
4951 10314 3950
11200 8307 2178
7462 10125 -3386
17243 8679 4212
825 11893 -692
3465 1020 -10382
10819 18534 3100
10851 17629 14120
5501 6738 3492
12377 2158 -3838
4949 17837 -15186
12103 10322 -18082
1915 15659 -11490
1289 17804 3704
10883 8645 -7016
10993 10971 6208
420 7964 12468
11886 425 -17400
11121 11278 10614
931 4735 -10882
13056 1789 -8010
10403 18209 -5788
9792 8883 2662
10022 9848 -18200
2953 1615 -6344
2968 1784 -3108
2763 3640 16950
11122 969 -9088
8136 9097 -19246
763 9938 -10126
510 13409 -10272
478 31 5916
11183 1508 12372
12997 1299 6448
9754 2308 -3000
2186 6667 -8844
16150 9638 -3718
6695 6809 -4794
487 10419 -8090
3082 15999 12740
3322 3467 -11602
2357 11639 -14116
11642 3780 -8498
1302 3559 -17960
16851 9434 4856
8339 17555 -1940
16039 16676 -14562
19535 14858 -2194
17110 17766 -19590
16575 14370 14430
18760 3963 -15562
11667 257 138
3883 7555 -10970
1695 13635 11354
12528 3136 -6600
2404 18199 -7598
528 2507 19826
7852 2137 -3548
8073 2975 18868
12404 10403 -13158
3085 3344 -17378
1022 6221 -7634
1397 6601 -2900
8886 12514 -18930
17689 2564 18392
8153 1540 4154
17571 5340 6850
8321 18745 -4744
13198 10919 -10362
471 3901 -1300
5776 7380 2042
11205 19242 -5464
7752 10704 11636
4471 7342 -14436
6913 18514 -3866
1394 692 -5312
2980 12447 5838
1286 17856 -14786
6782 19756 -15576
7941 17840 -15152
13463 9634 17306
1805 776 -10838
14481 14036 -10326
12118 11049 -4814
5645 14053 16172
3322 13287 -19332
703 8908 -19702
8160 4028 -3170
15492 10238 -6942
6610 6405 -10516
6215 14249 -1118
8560 11313 -516
9703 10681 3802
7671 2794 6562
17338 9575 1652
1553 19353 -5940
1935 1825 2350
5205 5853 -13102
8089 10573 7208
3126 1513 -19472
10520 11888 -7134
3603 7681 340
7061 5633 17670
1833 1014 -18810
10848 16856 -11482
6487 1164 -15946
15907 11183 10852
4275 6769 -12344
2118 434 -6130
10458 12298 -12770
1823 2485 -10646
12300 17925 -488
7936 7238 -2944
11918 18419 -102
3203 18546 5504
8709 4111 -19482
2461 17339 696
1708 776 -15880
7015 18224 -5172
11891 14270 13690
4509 13857 6068
19202 12051 8036
6460 1454 14510
1277 1067 -11754
7918 12060 -14406
2268 10624 -13124
8516 13586 -11608
14473 2683 -6454
10601 3828 8322
17073 9431 3750
6741 13519 -2454
6436 1747 -7924
13964 2970 -18502
4593 15516 -18322
16590 5778 -2436
15856 15995 -11762
13882 9916 -10826
15021 5065 -8934
4792 6163 -10374
12498 11478 6432
10608 17868 -8728
10343 3690 -18050
15585 2777 7438
10203 14145 -5386
8201 12140 -15008
11802 602 -2786
3638 4237 -13848
215 7691 11158
212 2206 -8070
1900 1692 -2690
16031 9188 3058
12468 11348 986
6228 299 11930
18899 3836 -18370
11872 3814 -7224
1204 19978 19160
16025 9938 -12054
10534 11592 -7572
12525 3204 4602
12373 5663 9716
12350 12691 6280
18917 7529 1256
19981 12153 -4232
1504 12559 -18374
516 1628 -1342
16106 8455 14508
11251 17887 6154
2897 12657 -14928
7340 10226 -1456
10000 16604 4852
15225 6453 -4072
8198 1916 3126
10394 12419 -6516
5124 4056 844
8830 11854 -5046
7979 6556 -9958
11145 3787 4646
5195 4533 -10840
17218 2013 -1260
8836 16373 1072
1450 7717 1250
11412 18076 -8384
9727 14911 7782
3035 4248 -6038
10209 8853 -12538
19519 19352 2790
1003 6409 2532
268 1924 -654
12385 8274 -3746
2348 2329 -16348
11596 3539 -7846
3182 18015 -9986
12295 12120 -10068
11976 15468 -19964
2522 8612 -1794
5636 2773 7532
19989 2990 -16026
7733 3993 -4676
18108 3647 -15390
8548 2192 -10596
5393 1556 -14680
11897 18942 -13320
15420 3054 -19412
16935 9817 -130
1789 18801 12458
8682 1867 -8840
19725 8717 -15094
6226 9007 -8140
4568 8444 -5626
3608 14718 -2140
4703 18010 -16716
5284 2149 -18074
10486 8905 2080
7450 8415 -278
1951 7355 -16994
7168 17441 3868
7995 9461 -1244
8188 1790 -4014
13429 2319 -17876
1053 3730 -17454
958 14228 -16510
10056 8684 -14318
19832 13016 -15882
1867 12178 -4268
19228 16474 2274
10804 19704 1582
2869 9192 -16974
12327 317 -5230
9498 9225 -870
5996 7147 16400
16097 12524 19764
5442 657 -1664
9727 1722 -10390
1729 15303 -4714
1851 12822 3942
11086 11558 -9052
5169 7694 7732
13521 7579 -9612
16614 3982 -4034
1514 18064 -17870
9328 15798 7342
11864 8490 776
2341 4219 -7306
2000 1651 12008
10000 16769 -1180
5847 414 -12046
2263 19022 8390
8252 1959 -800
5883 6117 -2200
12579 12711 -16852
2518 8783 -17194
4031 6861 9130
11303 2001 1290
10160 184 -17178
14283 3371 10304
19364 7152 -1368
9460 5234 1112
10495 13988 -18538
10548 9885 -5504
16354 3295 3868
11752 18468 -12148
7109 13845 9174
1562 14524 13038
16642 1290 -11632
12943 4730 -1334
6589 14510 -13126
12012 7845 2616
8146 6460 -17190
13741 18513 -4650
145 2562 -8210
12480 10505 -7528
6379 9624 -8760
18886 2353 11534
15332 1556 -10562
172 633 -10612
12703 14456 5158
15505 9349 -19938
10434 3760 -16062
19328 10193 3726
7335 4322 -6618
8313 11773 -10754
907 2666 14760
2662 1666 -5746
9259 17419 15018
276 14528 -9884
3325 8342 -19312
3868 19652 9574
8114 2961 -17816
10215 2999 -6466
19458 10441 1640
3345 9147 -17896
8683 1683 1978
7834 3127 1450
11449 9230 -19138
1023 18504 -17406
12252 3893 -15688
9624 5870 -19916
1352 18219 -10408
11657 4370 -17262
3499 177 -2544
13546 4946 18946
7681 2933 -12202
12181 7222 18888
395 7840 -7646
6997 8038 -1322
12692 16914 12858
9260 5868 -16860
14537 6474 -3696
8113 653 -5696
3669 11822 -11058
6448 19996 -5528
18039 10378 -17380
1708 7891 -16358
13006 4416 -1228
9277 10368 -12028
1912 11686 -11710
15870 10713 5696
12679 13886 9602
7683 1914 -2470
16523 15117 328
10702 1185 -7484
6645 8478 -1832
12835 11289 -9618
12636 8402 -6052
18886 11578 2216
1856 431 14456
7336 8327 -2210
11113 2056 -9622
18035 9390 -12644
6968 919 -8800
5865 8343 19938
4882 1311 3510
16224 3881 -6872
10491 6799 6620
10748 6380 -3588
11876 17886 3568
18323 6828 -19146
15935 15932 3050
8925 8236 -12304
4231 6562 3604
1767 6194 8694
10470 12720 -3388
14336 2566 2820
4422 3159 8052
7244 4897 810
10946 6944 -4928
499 4609 1578
5054 5044 -1886
605 18197 3662
18278 1223 -9878
11160 1831 972
7274 5692 -19148
16577 7401 -1830
1551 5883 7956
11618 8625 2284
18349 15474 -10896
6116 934 -8908
12562 18255 6582
9070 6707 -17420
15264 17629 -6444
11191 816 -7824
4935 9930 14782
9667 4330 602
10686 10333 -14854
6246 12015 -8838
8789 10406 -18830
7853 773 -8090
19566 13196 -17626
12280 3355 -6114
17599 43 18430
12279 18513 -1376
9168 8217 -4764
10476 10219 -18638
19918 12717 3156
3880 3657 -14448
12043 3329 -15328
17010 30 4316
10113 15907 -13442
12096 2109 17904
14101 3055 -5256
904 11658 -7234
4338 9514 -1414
8211 18849 -4246
11780 17782 -5666
15479 16069 -12432
5290 506 -12466
549 4857 8136
12148 12333 -5528
1870 2578 -11074
14727 15495 -4826
6663 11362 3186
6553 714 -14230
18557 9102 -10018
4523 10939 3046
10193 17668 -13846
583 17890 4240
8148 10939 -13788
3560 4754 14598
7809 16503 17908
2015 993 -10958
19197 139 -11586
3530 9047 11496
691 6098 -13470
10780 4037 -19536
1080 176 -7514
18021 18365 -2832
15073 11259 -12740
734 8736 -4212
12310 8419 3620
11969 11489 -15332
11485 4747 -19644
9590 1454 6134
4952 16211 12736
12002 1598 4960
6316 193 -8924
10195 9971 -18186
11497 6735 -9546
8444 1329 -5708
7046 13385 2220
14411 5817 -7372
13017 3863 758
1974 1390 -11592
12429 6094 9354
17261 15209 -7208
6044 8319 -6822
6621 4163 -442
4522 19549 -9088
15974 6504 3748
17603 7589 1178
1644 10060 -19702
5102 219 7064
6513 2292 -16766
4154 12053 -10106
121 10039 6678
9319 15625 -5082
6692 15104 -19288
4322 8858 15358
483 7129 6406
10849 19445 -9476
13528 3788 -1432
16431 17543 -8080
5754 12241 -7220
3712 11332 -296
4409 2313 10252
4836 4005 -3580
4879 9532 524
1436 4703 -340
18638 7403 1580
12398 9599 16924
446 19096 5238
8476 11771 -13810
8938 176 3844
17567 876 -2932
4856 7165 -6370
1622 8013 -15828
6707 6033 8720
8781 19356 1298
7125 953 7504
9062 3629 -17908
19538 3334 7720
4811 6566 -12214
12344 10220 -12566
6093 4648 8768
16316 831 -1528
1446 784 -6938
7076 8484 -8584
14349 3116 9120
14111 8832 -10436
19938 1184 -11282
7168 5689 -11130
482 8367 11258
7728 13918 -4888
9110 2 -13840
12326 9547 -19334
3779 4832 19610
9332 10647 -2774
12709 15930 -1286
5201 1819 1262
3097 6226 -9038
269 3479 -17618
13471 8908 -8110
4040 15688 -7290
7071 7270 -8806
11879 11528 -1594
824 16745 1458
12549 7724 13958
14140 2007 19782
17411 11898 -7422
11112 6524 -5770
8010 12726 -3534
15709 7723 10880
4611 11252 -13174
11107 6741 13026
1894 3881 -15654
14550 10296 -7458
3414 6905 7668
16281 4213 1934
10179 17141 -14912
219 1524 -10502
2597 10047 5082
11569 1882 9956
403 9940 7266
1722 13185 14444
9375 5580 -4168
6530 13516 -5292
9244 2088 -16742
476 3447 -12292
257 3346 12736
8019 8841 -46
3200 14484 4472
9308 4692 100
1449 5389 -4240
916 5102 -15992
9745 5817 -16880
2247 4065 15744
6204 635 -1234
19228 5030 2964
2229 19954 -17248
1749 4582 5066
6166 1468 -19362
13828 951 -2250
6261 16497 -6500
2919 12112 15820
16881 13930 -7170
5124 1258 3798
6220 6140 -4854
18882 10977 4642
6841 4602 -7946
8621 7034 880
17453 19907 -4388
12395 19032 9322
12367 980 -2508
10151 17185 -18096
1141 17763 -14392
11427 7906 1790
13243 6255 -6070
6860 926 -15860
11219 5216 1884
9157 16769 -9938
18199 7473 -19844
1349 8330 4668
14964 1695 -4456
11646 7803 -6604
15577 3047 -12898
15684 18205 2288
6931 4258 -8568
18284 3269 -17678
3840 3968 -11544
3746 796 14820
9696 4423 -10850
13627 1712 3494
11266 1039 -14828
12474 9957 -15230
3247 9347 -11330
4636 8468 19422
19925 3520 -15888
13861 13693 9044
19875 3004 -11352
4903 13820 378
3292 730 -18820
7639 4601 -1992
8540 7973 -17156
10131 9682 -10788
3220 1271 14716
12219 3755 6048
18334 10718 -18456
5556 7084 -10400
2846 4448 -1394
4715 2959 10312
7972 3274 4268
7892 11317 -14370
3759 1964 -1582
3347 7030 -17174
11813 19603 -18818
4629 9344 2832
6485 11227 12266
9639 594 -522
7204 11387 -12066
9415 2922 -19232
17996 4335 3174
3714 6146 15698
5981 9221 -9618
9125 10991 -19188
1442 1323 1234
737 9375 -372
9806 6724 586
8596 10927 -2904
9670 4046 -14316
4383 14663 -3636
12643 770 9442
3071 6497 -2664
2040 8657 -19398
13426 4618 -3752
3622 10900 -10350
941 2744 -704
76 2431 -10852
12678 18067 -10680
6790 6812 5108
1317 277 1988
15968 4149 1844
3928 7160 -10568
9767 11743 -16706
1315 10541 -19268
15423 3164 7534
3030 772 -2488
9226 13576 -10596
7419 3643 -5014
5046 9123 4354
9398 2532 3150
6557 13182 -3008
3662 10760 -4040
5303 14720 3096
1301 6384 11856
741 7809 1600
6698 5017 -17110
5227 17896 6668
19826 3996 4864
8394 11371 14254
10792 12249 8216
14397 4172 -16362
16585 10752 -6738
11236 9413 -18706
1248 2760 13226
15555 2775 -17956
13588 14371 -6654
10660 18312 -18100
6128 4420 -2936
5744 18918 -3574
8191 7022 -2698
9317 11573 3354
9485 1430 12122
13591 1448 3948
4779 11728 -7474
179 11703 -7296
9545 7583 -17734
9570 17591 -14782
3942 19660 -17208
12380 18199 10784
9350 18339 -1294
10867 789 10330
18025 6635 -18780
10454 15681 5982
2842 13142 -16468
1977 12747 -2836
11507 2783 11594
6096 6710 518
14980 8007 1266
14359 16286 -4690
14628 18197 8912
9245 11633 17692
13774 13194 -480
13041 9970 -9304
8732 10046 11434
989 9822 -5194
11940 11368 -3038
5048 18500 18772
19413 4574 -14750
10926 12664 -17062
15252 12300 -16028
2614 11523 -3340
12095 4566 -4518
14578 1442 -18742
11014 19494 4368
10973 2384 -15388
2299 7215 -16714
1634 18761 9252
12030 12516 7880
9389 10870 19196
7994 16999 5852
5075 4504 -11718
6096 1618 2966
6756 5771 -12386
15031 6176 19820
8743 10524 -5784
17027 4430 -5846
2123 7912 -15658
14931 9190 -14732
3862 17818 -13844
10 19184 13138
14845 8581 -16216
12016 8704 3948
15901 14221 1920
15583 5913 1712
4122 12153 -19336
6384 9371 -11984
8008 3173 -16850
5058 12699 3118
460 6737 15762
11406 12755 -15124
4539 2012 -17490
18897 13672 8834
16505 3982 -12344
12253 610 -924
19239 2075 -17036
11495 3967 14296
12105 19556 -6000
9665 9293 -17630
11562 12429 -1768
18170 19572 10260
1498 6033 9360
2699 364 4850
11879 12738 -1508
16272 7742 -17592
2562 4636 10882
1913 8474 -14574
743 9416 -1520
10082 3142 16932
12195 5423 15746
12238 4349 -262
14479 549 18856
19700 11086 -18628
8661 7893 8110
9773 17367 5894
12452 13144 -10098
8052 6719 -1610
4048 18839 -6022
700 7054 -17808
4251 14321 2950
7921 9367 -8064
11545 17716 -17084
6519 7096 -7730
13861 14 -4492
8670 18290 -10030
7278 4671 8312
2130 6571 17668
11354 8343 -17142
6696 10423 -2400
9716 6590 -11556
7572 11523 8644
708 6748 -14196
9461 5446 -10544
4864 3521 2218
8401 11603 -14472
3215 19598 4850
3134 18752 2870
4100 6208 -270
3847 17041 -6198
2927 9660 18564
1357 19191 -17206
16539 9592 -1950
9691 6813 14992
13618 18000 -12956
9370 16791 -14432
12056 8359 -7378
5972 3922 -17910
9064 8009 -6858
11267 7156 -8414
1580 2789 3226
1209 4623 11802
4143 4570 -17686
6955 2837 3782
182 4390 -10466
3687 8135 -12170
98 7619 6626
9974 7296 -12472
18223 6607 4148
790 2599 5036
3140 17103 -5510
4257 2216 -13286
18037 5365 -5254
397 7048 10248
360 14126 -16720
10119 18228 -10518
5271 13948 -5700
12739 10229 -18782
4740 3764 -1102
7346 10000 -4142
